chrom	pos	change
14	19000058	gained
14	19000059	gained
14	19005611	gained
14	19099014	gained
14	19119973	gained
14	19141234	gained
14	19167672	gained
14	19176134	gained
14	19193451	gained
14	19224968	gained
14	19224969	gained
14	19232750	gained
14	19243176	gained
14	19281112	gained
14	19299384	gained
14	19305070	gained
14	19308360	gained
14	19315856	gained
14	19342227	gained
14	19373607	gained
14	19386717	gained
14	19411566	gained
14	19441608	gained
14	19453607	gained
14	19453608	gained
14	19456591	gained
14	19478175	gained
14	19478176	gained
14	19485160	gained
14	19530961	gained
14	19534081	gained
14	19549129	gained
14	19549280	gained
14	19553763	gained
14	19567613	gained
14	19571767	gained
14	19579358	gained
14	19592947	gained
14	19593217	gained
14	19597019	gained
14	19600397	gained
14	19600920	gained
14	19613364	gained
14	19613743	gained
14	19613744	gained
14	19625439	gained
14	19644315	gained
14	19697221	gained
14	19716556	gained
14	19716674	gained
14	19728596	gained
14	19746000	gained
14	19748018	gained
14	19763364	gained
14	19776985	gained
14	19793938	gained
14	19794811	gained
14	19799725	gained
14	19812789	gained
14	19817819	gained
14	19818086	gained
14	19818087	gained
14	19821084	gained
14	19822969	gained
14	19828174	gained
14	19859843	gained
14	19860646	gained
14	19861927	gained
14	19863593	gained
14	19887528	gained
14	19888640	gained
14	19892772	gained
14	19939567	gained
14	19961499	gained
14	20009242	gained
14	20021913	gained
14	20107161	gained
14	20124395	gained
14	20134156	gained
14	20138842	gained
14	20139541	gained
14	20145562	gained
14	20147837	gained
14	20172245	gained
14	20173007	gained
14	20173415	gained
14	20184282	gained
14	20210281	gained
14	20219212	gained
14	20227922	gained
14	20230886	gained
14	20233969	gained
14	20237648	gained
14	20252594	gained
14	20258890	gained
14	20260239	gained
14	20264813	gained
14	20289281	gained
14	20304909	gained
14	20312086	gained
14	20313817	gained
14	20316520	gained
14	20317552	gained
14	20320911	gained
14	20332773	gained
14	20332774	gained
14	20332775	gained
14	20334712	gained
14	20335139	gained
14	20336913	gained
14	20343447	gained
14	20350319	gained
14	20361162	gained
14	20366349	gained
14	20367496	gained
14	20368006	gained
14	20376417	gained
14	20380990	gained
14	20382910	gained
14	20383408	gained
14	20383718	gained
14	20386491	gained
14	20386492	gained
14	20390423	gained
14	20400941	gained
14	20402095	gained
14	20409990	gained
14	20409991	gained
14	20415429	gained
14	20417587	gained
14	20422599	gained
14	20423949	gained
14	20428050	gained
14	20428453	gained
14	20432662	gained
14	20450588	gained
14	20455363	gained
14	20455887	gained
14	20458707	gained
14	20459285	gained
14	20465936	gained
14	20470315	gained
14	20473334	gained
14	20483642	gained
14	20483643	gained
14	20484423	gained
14	20491114	gained
14	20493345	gained
14	20506680	gained
14	20513773	gained
14	20513774	gained
14	20516353	gained
14	20520954	gained
