chrom	pos	change
3	66341	gained
3	77036	gained
3	77172	gained
3	77173	gained
3	81271	gained
3	81298	gained
3	109006	gained
3	129274	gained
3	129281	gained
3	142129	gained
3	145534	gained
3	145557	gained
3	161394	gained
3	162289	gained
3	162290	gained
3	162869	gained
3	169679	gained
3	170967	gained
3	172352	gained
3	177881	gained
3	178967	gained
3	178968	gained
3	179948	gained
3	187696	gained
3	193229	gained
3	193457	gained
3	194613	gained
3	197540	gained
3	220493	gained
3	228784	gained
3	228785	gained
3	228802	gained
3	236888	gained
3	239118	gained
3	243200	gained
3	243201	gained
3	247873	gained
3	247874	gained
3	251068	gained
3	255104	gained
3	256257	gained
3	265347	gained
3	268339	gained
3	279509	gained
3	279510	gained
3	280848	gained
3	284001	gained
3	284002	gained
3	290098	gained
3	290099	gained
3	291783	gained
3	292246	gained
3	292791	gained
3	296780	gained
3	297347	gained
3	299372	gained
3	310465	gained
3	314536	gained
3	314537	gained
3	315014	gained
3	316188	gained
3	337872	gained
3	348001	gained
3	368221	gained
3	368222	gained
3	372447	gained
3	374542	gained
3	377643	gained
3	377846	gained
3	378903	gained
3	390606	gained
3	397551	gained
3	408686	gained
3	413768	gained
3	419141	gained
3	422741	gained
3	425046	gained
3	428781	gained
3	437042	gained
3	440364	gained
3	444023	gained
3	444479	gained
3	449831	gained
3	454154	gained
3	457921	gained
3	477190	gained
3	479477	gained
3	492496	gained
3	495725	gained
3	497725	gained
3	497974	gained
3	505029	gained
3	513027	gained
3	513107	gained
3	513108	gained
3	528389	gained
3	531572	gained
3	534894	gained
3	537083	gained
3	537234	gained
3	543371	gained
3	558441	gained
3	579177	gained
3	580062	gained
3	581159	gained
3	590096	gained
3	602856	gained
3	602857	gained
3	608331	gained
3	615071	gained
3	627387	gained
3	649135	gained
3	655682	gained
3	655683	gained
3	656641	gained
3	668265	gained
3	688050	gained
3	707653	gained
3	717120	gained
3	721850	gained
3	723716	gained
3	724379	gained
3	730718	gained
3	766419	gained
3	776464	gained
3	776840	gained
3	802853	gained
3	808377	gained
3	808829	gained
3	815372	gained
3	815373	gained
3	821021	gained
3	824828	gained
3	825375	gained
3	825392	gained
3	825729	gained
3	849927	gained
3	851811	gained
3	858044	gained
3	860149	gained
3	885653	gained
3	890287	gained
3	890386	gained
3	891085	gained
3	892150	gained
3	892638	gained
3	896236	gained
3	908743	gained
3	909156	gained
3	914331	gained
3	919933	gained
3	925625	gained
3	925626	gained
3	932920	gained
3	934450	gained
3	935154	gained
3	935724	gained
3	941091	gained
3	944435	gained
3	960551	gained
3	972110	gained
3	1005968	gained
3	1021764	gained
3	1027904	gained
3	1030811	gained
3	1031242	gained
3	1031292	gained
3	1031450	gained
3	1032579	gained
3	1036856	gained
3	1048907	gained
3	1058991	gained
3	1059016	gained
3	1068628	gained
3	1074055	gained
3	1079022	gained
3	1079787	gained
3	1080994	gained
3	1080995	gained
3	1092197	gained
3	1101096	gained
3	1101097	gained
3	1103404	gained
3	1106807	gained
3	1110337	gained
3	1110338	gained
3	1111249	gained
3	1118364	gained
3	1118852	gained
3	1118853	gained
3	1119996	gained
3	1122454	gained
3	1122455	gained
3	1126928	gained
3	1139639	gained
3	1143422	gained
3	1144716	gained
3	1144717	gained
3	1147200	gained
3	1149561	gained
3	1154558	gained
3	1181031	gained
3	1186753	gained
3	1191860	gained
3	1206695	gained
3	1211813	gained
3	1221201	gained
3	1221202	gained
3	1231655	gained
3	1243983	gained
3	1251333	gained
3	1287319	gained
3	1288560	gained
3	1288561	gained
3	1300313	gained
3	1312616	gained
3	1314391	gained
3	1319494	gained
3	1337160	gained
3	1337161	gained
3	1337202	gained
3	1343374	gained
3	1343375	gained
3	1387437	gained
3	1419008	gained
3	1419009	gained
3	1419608	gained
3	1419609	gained
3	1421091	gained
3	1421092	gained
3	1422682	gained
3	1432444	gained
3	1432445	gained
3	1448326	gained
3	1448327	gained
3	1461496	gained
3	1463371	gained
3	1465755	gained
3	1467322	gained
3	1468886	gained
3	1479661	gained
3	1479662	gained
3	1487216	gained
3	1495805	gained
3	1497851	gained
3	1505679	gained
3	1509120	gained
3	1512323	gained
3	1531144	gained
3	1533035	gained
3	1537684	gained
3	1547124	gained
3	1547125	gained
3	1549295	gained
3	1554453	gained
3	1554991	gained
3	1556743	gained
3	1563443	gained
3	1563942	gained
3	1571598	gained
3	1575972	gained
3	1576944	gained
3	1581094	gained
3	1582424	gained
3	1582978	gained
3	1587315	gained
3	1589050	gained
3	1589581	gained
3	1593449	gained
3	1594949	gained
3	1605069	gained
3	1605333	gained
3	1606478	gained
3	1608055	gained
3	1611575	gained
3	1615119	gained
3	1615185	gained
3	1616969	gained
3	1619749	gained
3	1620018	gained
3	1624190	gained
3	1630054	gained
3	1633264	gained
3	1637789	gained
3	1641844	gained
3	1642302	gained
3	1651560	gained
3	1656366	gained
3	1656404	gained
3	1656471	gained
3	1659361	gained
3	1659362	gained
3	1666352	gained
3	1670394	gained
3	1673571	gained
3	1673620	gained
