chrom	pos	change
18	27636	gained
18	73614	gained
18	81703	gained
18	86569	gained
18	101215	gained
18	101216	gained
18	103203	gained
18	111262	gained
18	111263	gained
18	111533	gained
18	112688	gained
18	112932	gained
18	113597	gained
18	113763	gained
18	122125	gained
18	145650	gained
18	155711	gained
18	156737	gained
18	162038	gained
18	170344	gained
18	195643	gained
18	202493	gained
18	209429	gained
18	218283	gained
18	224183	gained
18	226484	gained
18	234472	gained
18	237176	gained
18	242266	gained
18	242267	gained
18	249470	gained
18	264430	gained
18	275770	gained
18	289152	gained
18	304178	gained
18	304312	gained
18	312693	gained
18	312694	gained
18	312715	gained
18	314442	gained
18	325891	gained
18	334560	gained
18	334561	gained
18	334992	gained
18	334993	gained
18	336988	gained
18	337359	gained
18	339518	gained
18	349988	gained
18	355943	gained
18	356372	gained
18	361436	gained
18	376190	gained
18	377745	gained
18	383046	gained
18	384970	gained
18	410996	gained
18	413993	gained
18	414874	gained
18	414875	gained
18	420038	gained
18	421333	gained
18	421523	gained
18	423756	gained
18	424884	gained
18	424885	gained
18	434402	gained
18	435126	gained
18	441104	gained
18	443722	gained
18	449575	gained
18	463008	gained
18	473287	gained
18	496178	gained
18	514049	gained
18	515875	gained
18	517028	gained
18	522116	gained
18	522117	gained
18	522278	gained
18	523156	gained
18	527108	gained
18	530316	gained
18	534635	gained
18	535802	gained
18	536236	gained
18	536466	gained
18	537476	gained
18	537477	gained
18	542909	gained
18	553791	gained
18	556499	gained
18	560018	gained
18	560680	gained
18	576286	gained
18	586387	gained
18	590001	gained
18	590002	gained
18	594260	gained
18	596741	gained
18	610156	gained
18	610380	gained
18	611322	gained
18	616070	gained
18	616076	gained
18	630584	gained
18	631209	gained
18	640334	gained
18	643813	gained
18	644525	gained
18	645725	gained
18	649310	gained
18	659869	gained
18	659870	gained
18	667769	gained
18	670539	gained
18	670540	gained
18	673612	gained
18	688101	gained
18	722867	gained
18	836816	gained
18	838214	gained
18	847718	gained
18	848935	gained
18	848936	gained
18	856717	gained
18	857617	gained
18	858753	gained
18	858834	gained
18	859198	gained
18	859199	gained
18	859792	gained
18	860614	gained
18	860615	gained
18	864270	gained
18	865656	gained
18	871267	gained
18	873096	gained
18	874643	gained
18	876895	gained
18	876896	gained
18	877026	gained
18	877686	gained
18	881458	gained
18	882062	gained
18	882063	gained
18	890043	gained
18	897082	gained
18	898746	gained
18	900503	gained
18	904157	gained
18	904158	gained
18	906313	gained
18	907140	gained
18	907141	gained
18	907708	gained
18	923260	gained
18	932190	gained
18	933243	gained
18	944951	gained
18	950069	gained
18	965524	gained
18	965525	gained
18	1039425	gained
18	1044527	gained
18	1061494	gained
18	1062662	gained
18	1098010	gained
18	1112688	gained
18	1115958	gained
18	1116126	gained
18	1117463	gained
18	1129091	gained
18	1131251	gained
18	1151018	gained
18	1152335	gained
18	1153847	gained
18	1161666	gained
18	1167576	gained
18	1168334	gained
18	1168345	gained
18	1178960	gained
18	1210026	gained
18	1215305	gained
18	1217470	gained
18	1223314	gained
18	1230897	gained
18	1230898	gained
18	1230948	gained
18	1233188	gained
18	1308358	gained
18	1435234	gained
18	1436198	gained
18	1441928	gained
18	1442589	gained
18	1443150	gained
18	1446051	gained
18	1450234	gained
18	1450307	gained
18	1453516	gained
18	1457566	gained
18	1463030	gained
18	1473257	gained
18	1473258	gained
18	1478269	gained
18	1478270	gained
18	1482670	gained
18	1495050	gained
18	1524905	gained
18	1537766	gained
18	1546800	gained
18	1559480	gained
18	1561799	gained
18	1574869	gained
18	1575560	gained
18	1582542	gained
18	1589385	gained
18	1591733	gained
18	1592833	gained
18	1597981	gained
18	1598181	gained
18	1598594	gained
18	1601247	gained
18	1603736	gained
18	1606524	gained
18	1606555	gained
18	1608851	gained
18	1608852	gained
18	1610558	gained
18	1621665	gained
18	1630152	gained
18	1630606	gained
18	1645875	gained
18	1646293	gained
18	1646294	gained
18	1647156	gained
18	1647157	gained
18	1648747	gained
18	1649141	gained
18	1655375	gained
18	1669426	gained
18	1672664	gained
18	1674438	gained
18	1680858	gained
18	1693949	gained
18	1700321	gained
18	1707983	gained
18	1721724	gained
18	1743214	gained
18	1745240	gained
18	1745241	gained
18	1750522	gained
18	1753672	gained
18	1754273	gained
18	1754590	gained
18	1761473	gained
18	1765262	gained
18	1767146	gained
18	1771366	gained
18	1784671	gained
18	1800705	gained
18	1800706	gained
18	1802441	gained
18	1804122	gained
18	1804123	gained
18	1807206	gained
18	1817746	gained
18	1818037	gained
18	1821883	gained
18	1823281	gained
18	1823282	gained
18	1823876	gained
18	1828224	gained
18	1828320	gained
18	1828349	gained
18	1830925	gained
18	1839562	gained
18	1841370	gained
18	1841700	gained
18	1856284	gained
18	1860309	gained
18	1887419	gained
18	1888238	gained
18	1895904	gained
18	1899654	gained
18	1899694	gained
18	1911397	gained
18	1915034	gained
18	1915035	gained
18	1959188	gained
18	1960477	gained
18	1960494	gained
