chrom	pos	change
5	38710	gained
5	72242	gained
5	83754	gained
5	92339	gained
5	163264	gained
5	163265	gained
5	169762	gained
5	171928	gained
5	174266	gained
5	180324	gained
5	181658	gained
5	181729	gained
5	181760	gained
5	181761	gained
5	183515	gained
5	184759	gained
5	190957	gained
5	193965	gained
5	197254	gained
5	198619	gained
5	198993	gained
5	201549	gained
5	239707	gained
5	254859	gained
5	254860	gained
5	288012	gained
5	302766	gained
5	303337	gained
5	325681	gained
5	338714	gained
5	340046	gained
5	345637	gained
5	346608	gained
5	351750	gained
5	353602	gained
5	359365	gained
5	359366	gained
5	359379	gained
5	359380	gained
5	369869	gained
5	370867	gained
5	422953	gained
5	428416	gained
5	428417	gained
5	429122	gained
5	430576	gained
5	433257	gained
5	436664	gained
5	439011	gained
5	443848	gained
5	464812	gained
5	466112	gained
5	466124	gained
5	475103	gained
5	475407	gained
5	477301	gained
5	479539	gained
5	480508	gained
5	482184	gained
5	484126	gained
5	484127	gained
5	485824	gained
5	485825	gained
5	488020	gained
5	488296	gained
5	488773	gained
5	490258	gained
5	490793	gained
5	490794	gained
5	506050	gained
5	507443	gained
5	509462	gained
5	512249	gained
5	512827	gained
5	513659	gained
5	516806	gained
5	516807	gained
5	520828	gained
5	541593	gained
5	541594	gained
5	542169	gained
5	571050	gained
5	595659	gained
5	602648	gained
5	602649	gained
5	605732	gained
5	605733	gained
5	617430	gained
5	625668	gained
5	625669	gained
5	626276	gained
5	637056	gained
5	637275	gained
5	642828	gained
5	643027	gained
5	645297	gained
5	649221	gained
5	662542	gained
5	665293	gained
5	672007	gained
5	678061	gained
5	682287	gained
5	683971	gained
5	686503	gained
5	694117	gained
5	699426	gained
5	704589	gained
5	707470	gained
5	750424	gained
5	750425	gained
5	757396	gained
5	757397	gained
5	757398	gained
5	757467	gained
5	760145	gained
5	760146	gained
5	762463	gained
5	762673	gained
5	766211	gained
5	766212	gained
5	767287	gained
5	779930	gained
5	781260	gained
5	784425	gained
5	792407	gained
5	825666	gained
5	837985	gained
5	841992	gained
5	849603	gained
5	849604	gained
5	853374	gained
5	854549	gained
5	855286	gained
5	862681	gained
5	870554	gained
5	873782	gained
5	876460	gained
5	876461	gained
5	878940	gained
5	883299	gained
5	890632	gained
5	894581	gained
5	894582	gained
5	896724	gained
5	896982	gained
5	903015	gained
5	922544	gained
5	922765	gained
5	925821	gained
5	928337	gained
5	928973	gained
5	929799	gained
5	929800	gained
5	932620	gained
5	937656	gained
5	944296	gained
5	946801	gained
5	947363	gained
5	948116	gained
5	949036	gained
5	952666	gained
5	965616	gained
5	965617	gained
5	966820	gained
5	968342	gained
5	968343	gained
5	994720	gained
5	995307	gained
5	1000558	gained
5	1004663	gained
5	1006373	gained
5	1009424	gained
5	1010081	gained
5	1014238	gained
5	1016304	gained
5	1020549	gained
5	1027455	gained
5	1028875	gained
5	1030140	gained
5	1030539	gained
5	1030971	gained
5	1033014	gained
5	1038525	gained
5	1041104	gained
5	1057022	gained
5	1060010	gained
5	1065064	gained
5	1065288	gained
5	1065289	gained
5	1066641	gained
5	1075049	gained
5	1078505	gained
5	1078897	gained
5	1084679	gained
5	1087388	gained
5	1091804	gained
5	1093858	gained
5	1095075	gained
5	1097502	gained
5	1097653	gained
5	1102396	gained
5	1102397	gained
5	1148588	gained
5	1148935	gained
5	1151159	gained
5	1151160	gained
5	1155472	gained
5	1160925	gained
5	1161061	gained
5	1163402	gained
5	1165748	gained
5	1165749	gained
5	1169111	gained
5	1169184	gained
5	1169185	gained
5	1180871	gained
5	1180872	gained
5	1181554	gained
5	1185112	gained
5	1185113	gained
5	1186214	gained
5	1186686	gained
5	1193137	gained
5	1197219	gained
5	1200572	gained
5	1200884	gained
5	1208436	gained
5	1208437	gained
5	1223939	gained
5	1225701	gained
5	1229925	gained
5	1234251	gained
5	1235938	gained
5	1240756	gained
5	1243008	gained
5	1243425	gained
5	1251900	gained
5	1264151	gained
5	1266309	gained
5	1279223	gained
5	1287338	gained
5	1290317	gained
5	1290318	gained
5	1296485	gained
5	1299211	gained
5	1300427	gained
5	1317479	gained
5	1317480	gained
5	1345472	gained
5	1345473	gained
5	1349533	gained
5	1361667	gained
5	1361668	gained
5	1370844	gained
5	1376160	gained
5	1379459	gained
5	1380174	gained
5	1387099	gained
5	1392719	gained
5	1392720	gained
5	1414604	gained
5	1419930	gained
5	1422602	gained
5	1423903	gained
5	1425047	gained
5	1425048	gained
